left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y,left_eye_inner_corner_x,left_eye_inner_corner_y,left_eye_outer_corner_x,left_eye_outer_corner_y,right_eye_inner_corner_x,right_eye_inner_corner_y,right_eye_outer_corner_x,right_eye_outer_corner_y,left_eyebrow_inner_end_x,left_eyebrow_inner_end_y,left_eyebrow_outer_end_x,left_eyebrow_outer_end_y,right_eyebrow_inner_end_x,right_eyebrow_inner_end_y,right_eyebrow_outer_end_x,right_eyebrow_outer_end_y,nose_tip_x,nose_tip_y,mouth_left_corner_x,mouth_left_corner_y,mouth_right_corner_x,mouth_right_corner_y,mouth_center_top_lip_x,mouth_center_top_lip_y,mouth_center_bottom_lip_x,mouth_center_bottom_lip_y
67,37,30,37,56,39,74,38,36,38,23,38,53,31,82,30,38,30,15,32,44,57,65,78,35,77,45,75,51,84
67,37,32,37,61,38,70,40,37,38,25,38,59,27,76,28,42,26,13,30,44,58,66,78,35,74,51,74,45,79
66,39,26,37,59,40,73,40,39,36,19,38,57,32,77,28,42,32,12,33,49,58,66,76,29,75,51,71,48,80
63,38,30,38,57,39,70,39,38,38,23,39,56,30,76,31,42,29,12,27,50,58,66,76,35,76,50,73,49,82
64,39,29,34,62,40,76,40,38,34,22,35,59,32,76,26,41,26,18,27,49,60,60,78,29,76,46,75,45,84
63,39,32,34,56,40,73,40,39,35,25,35,54,32,82,32,40,27,18,33,44,59,65,74,33,79,45,75,45,85
66,33,28,35,57,34,71,34,36,36,25,36,53,26,76,26,38,27,18,28,46,54,66,78,29,73,47,75,45,85
63,35,31,40,56,36,70,35,37,40,25,41,54,29,76,29,37,32,12,27,50,55,64,72,29,73,45,69,45,79
65,38,32,39,58,38,72,39,37,39,19,41,56,30,82,26,39,31,12,29,44,58,60,76,29,76,51,73,51,83
64,36,31,35,56,35,70,37,39,35,25,36,55,26,81,26,39,26,15,27,44,54,64,72,29,73,51,69,45,84
66,39,30,37,57,39,72,39,37,38,22,38,54,31,80,32,40,30,14,33,44,56,60,74,35,75,47,72,45,81
63,38,29,34,60,39,70,39,38,36,23,35,58,32,76,30,42,29,12,27,50,56,60,76,30,75,46,74,45,83
64,39,29,40,56,40,72,40,37,40,22,41,53,27,78,29,40,29,15,30,47,58,66,75,30,77,48,73,48,82
66,38,32,40,62,40,76,39,39,40,23,40,59,32,76,30,42,32,12,32,48,58,66,78,29,73,48,69,47,79
69,39,26,40,62,34,76,40,33,40,20,40,59,32,82,32,42,30,12,28,48,60,66,77,35,79,51,75,51,85
64,39,32,39,58,40,70,40,39,39,25,40,56,32,77,32,42,31,13,27,50,59,66,77,29,79,46,69,46,79
63,39,26,39,56,39,70,40,33,40,19,39,54,29,81,32,41,26,12,32,45,58,61,74,31,73,46,71,45,79
66,39,31,39,60,40,70,40,39,40,25,39,57,32,76,32,41,31,18,33,49,54,64,72,29,73,47,74,45,82
64,35,29,39,56,39,71,36,33,39,25,40,53,27,82,26,36,30,18,32,44,56,64,72,29,73,47,70,51,79
67,36,26,37,56,37,76,36,38,40,20,38,56,27,81,28,39,29,18,27,45,54,60,78,32,73,51,75,49,83
66,39,26,40,56,40,71,40,35,40,19,41,59,32,78,32,42,26,18,28,50,54,66,73,31,73,51,69,51,79
69,38,29,34,62,39,76,39,37,34,24,35,55,32,82,26,38,26,12,31,44,57,60,76,30,74,50,73,45,82
69,38,31,37,56,39,76,39,37,37,25,37,55,30,76,32,39,27,18,33,44,55,65,74,35,79,45,75,45,85
68,35,30,38,56,38,75,35,36,39,24,39,53,31,82,30,38,32,17,27,44,60,66,72,35,73,45,69,51,82
63,39,29,39,57,39,70,40,34,40,25,40,53,26,82,26,36,32,18,32,49,60,60,78,35,73,46,69,51,85
69,39,32,34,61,40,72,40,39,35,22,35,59,32,76,26,42,30,12,31,47,60,66,78,35,79,45,69,45,82
63,39,32,38,58,40,70,40,38,39,25,39,58,32,76,32,41,31,12,33,44,54,61,72,29,79,48,73,48,81
63,35,32,38,56,37,72,37,36,39,25,39,53,26,82,26,36,30,16,32,44,57,66,78,29,73,51,75,45,85
63,39,32,37,58,40,70,40,39,38,25,38,56,32,79,32,42,31,15,31,47,55,66,72,35,79,48,75,46,84
63,37,26,40,58,35,70,38,33,34,19,41,58,26,78,30,36,26,12,27,44,60,66,72,29,78,45,69,45,85
66,37,26,38,59,38,70,38,34,39,20,39,55,32,76,30,40,32,13,31,50,60,66,72,29,73,45,69,51,79
64,37,26,34,62,40,70,40,39,34,19,35,59,32,76,29,42,29,16,27,50,56,60,74,35,73,51,69,51,79
63,39,32,39,57,40,70,40,35,40,23,39,54,30,78,32,39,30,17,32,47,57,60,77,35,78,46,74,45,84
63,39,32,34,61,40,76,40,39,34,25,35,57,32,76,26,42,26,16,27,50,60,66,78,35,73,51,69,51,79
69,37,32,38,61,40,73,38,39,38,25,38,59,31,76,30,41,30,17,27,44,60,66,72,35,73,51,69,47,79
63,39,31,34,59,40,70,40,39,37,25,37,57,32,82,32,42,26,12,27,48,58,60,76,29,73,51,72,45,85
65,37,28,35,62,37,71,38,35,35,23,35,54,30,82,26,42,30,14,33,45,56,62,72,34,79,45,75,45,84
64,38,32,36,58,39,70,38,39,36,25,37,57,30,76,30,42,28,15,27,45,54,62,72,29,73,47,69,51,79
64,35,30,37,57,36,72,35,38,38,24,38,53,27,79,27,38,29,15,30,47,58,65,72,33,73,45,69,50,85
63,37,30,34,57,38,70,38,37,34,24,35,56,30,82,26,39,26,18,28,45,60,60,72,29,79,51,69,51,79
67,38,30,39,56,39,73,38,38,39,23,40,54,32,80,26,40,32,18,27,48,57,66,72,30,73,45,69,51,79
64,37,30,38,59,38,70,38,37,39,23,39,58,32,76,31,38,28,12,32,50,54,61,72,35,75,51,69,51,80
69,39,32,38,57,40,74,40,39,39,25,39,56,32,77,32,40,31,15,32,46,56,64,74,35,73,46,71,51,80
69,34,31,34,56,38,76,36,37,36,25,35,53,32,82,27,38,30,12,27,44,58,62,72,29,73,45,71,51,79
67,38,31,37,59,38,70,38,39,37,25,38,55,29,76,31,42,29,12,31,50,54,66,72,31,73,46,69,45,79
65,38,32,39,59,39,71,38,39,39,25,40,57,30,79,29,42,30,12,31,50,60,66,74,35,74,45,71,51,82
69,37,32,40,60,38,76,37,38,40,21,38,54,32,82,26,38,32,15,27,47,56,66,72,29,73,45,69,45,79
64,38,30,40,57,39,70,39,38,40,24,41,54,29,78,30,40,31,16,33,48,55,66,75,32,77,45,73,48,82
63,39,29,40,56,38,70,40,39,34,19,41,53,29,82,27,42,26,12,30,44,54,65,72,35,73,51,69,51,79
69,37,29,40,56,38,73,37,38,40,23,41,53,26,82,32,38,32,18,27,46,57,66,78,34,78,45,74,51,85
66,37,31,37,59,38,72,38,38,38,25,38,56,29,76,28,42,28,14,29,49,60,66,72,30,73,45,69,45,80
68,39,32,39,59,39,75,40,39,40,25,40,56,31,80,32,41,31,17,33,44,54,66,73,29,73,45,69,45,79
67,38,28,36,60,39,73,39,36,36,20,39,58,31,80,30,39,28,18,33,46,54,64,76,29,74,51,72,51,81
68,39,28,36,60,40,70,40,38,37,23,37,56,32,77,31,42,28,14,32,44,60,60,72,35,73,45,69,45,79
65,35,31,38,56,37,70,36,38,39,25,40,53,30,79,26,40,29,18,27,46,57,62,72,35,73,45,69,51,79
63,38,26,36,60,40,70,39,39,36,19,37,57,32,76,32,42,29,12,27,50,60,63,72,29,73,51,69,45,79
69,33,30,37,56,34,76,34,37,37,23,40,53,26,76,26,39,31,18,27,47,56,62,74,35,76,50,73,50,83
66,36,30,35,58,37,70,37,34,36,25,36,56,27,76,27,36,26,18,29,47,54,62,73,33,73,45,70,45,80
69,39,32,38,56,39,76,39,36,39,24,39,53,28,82,26,38,29,14,27,44,58,66,74,35,73,45,69,51,79
63,35,28,40,56,35,70,36,33,40,19,39,53,27,78,29,36,32,12,33,44,57,60,74,29,79,51,71,45,82
63,39,32,35,57,40,70,40,39,34,25,35,55,32,78,32,41,27,12,27,44,60,60,72,35,73,51,69,51,79
69,37,32,35,62,40,75,39,39,38,25,36,59,32,82,28,42,26,15,28,45,60,60,72,32,75,45,69,45,80
63,34,30,36,56,35,75,35,36,37,25,37,53,28,82,27,36,30,12,27,44,54,60,73,35,74,48,71,46,80
63,34,32,40,56,34,74,34,34,40,25,41,53,26,76,26,36,32,18,29,44,58,66,78,35,73,45,69,51,85
63,33,28,40,56,34,74,34,36,40,21,41,53,26,82,30,36,32,15,33,50,60,60,72,31,73,45,69,45,85
63,39,32,36,60,40,75,38,39,37,25,38,58,32,78,26,42,29,18,28,50,59,60,74,29,73,45,71,48,82
68,37,30,36,56,38,71,38,38,37,23,36,55,32,80,31,39,30,13,31,44,58,65,76,29,74,45,73,51,82
63,36,28,38,58,37,70,37,38,37,19,40,57,29,76,29,42,29,12,27,50,59,60,74,35,75,51,69,45,82
63,38,30,39,58,39,72,39,37,40,22,40,55,30,82,26,38,31,12,27,44,57,66,72,29,73,51,69,51,80
68,39,32,39,59,39,75,40,39,40,25,40,56,31,80,32,41,31,17,33,44,54,66,73,29,73,45,69,45,79
63,34,28,37,57,35,70,35,39,39,22,39,56,27,77,27,42,32,12,27,50,54,61,72,34,73,45,69,45,79
63,38,30,40,60,38,70,38,37,40,24,41,54,32,82,26,38,32,18,27,50,58,60,77,35,78,49,74,51,84
63,36,28,38,58,37,70,37,38,37,19,40,57,29,76,29,42,29,12,27,50,59,60,74,35,75,51,69,45,82
64,37,32,37,58,38,72,38,38,37,25,38,55,30,82,26,40,30,18,32,50,58,66,73,31,75,45,72,45,81
69,38,28,39,62,38,76,38,36,40,22,40,55,28,78,30,38,30,16,32,45,60,66,78,33,79,45,75,51,85
63,36,30,37,57,39,70,37,38,38,23,38,56,31,76,30,40,29,12,27,50,56,65,72,33,73,45,69,45,79
69,37,32,38,62,40,73,40,39,39,19,39,55,26,77,32,42,31,12,27,50,57,65,78,35,73,48,69,45,79
63,39,31,34,58,40,70,40,39,34,23,35,58,32,81,29,41,27,13,27,46,58,60,78,29,75,49,75,49,84
63,39,32,40,56,38,70,40,39,40,25,41,54,28,76,29,41,32,18,33,48,55,65,72,30,73,45,69,47,85
65,37,28,36,58,38,72,38,36,37,22,37,54,32,81,32,41,32,12,30,45,60,66,74,29,74,45,75,51,85
64,39,32,38,60,40,70,40,39,38,22,39,57,32,76,32,42,30,12,27,50,55,62,74,30,74,51,69,45,80
64,39,32,36,59,40,71,40,39,37,25,37,57,32,78,32,42,29,13,27,49,55,66,72,29,73,45,75,51,79
63,39,29,40,56,40,72,38,37,40,23,41,53,32,78,26,37,32,12,33,46,55,62,77,33,73,51,74,50,82
67,35,29,38,60,36,75,36,36,39,23,38,53,31,82,28,36,32,12,33,46,60,66,74,35,75,46,73,51,82
64,33,26,37,57,34,70,34,34,37,19,39,53,26,76,32,36,27,18,27,46,56,66,72,34,73,45,75,51,79
64,37,30,39,58,38,73,39,39,40,22,40,57,26,76,29,42,28,12,32,50,59,66,72,31,73,45,69,46,79
63,39,32,35,56,40,70,40,39,36,25,35,54,32,76,26,42,28,17,29,44,54,60,72,35,73,51,69,45,79
67,39,30,38,56,38,73,39,36,40,24,38,53,28,78,26,36,30,18,28,44,58,64,77,35,79,51,73,51,84
63,34,32,38,56,35,70,34,39,40,25,39,53,26,81,26,36,32,18,27,48,56,60,72,34,73,45,75,51,85
63,34,32,40,56,35,70,35,36,40,25,41,53,27,82,26,36,32,12,27,47,54,65,72,35,73,47,69,50,79
63,38,26,39,56,39,70,38,36,40,24,39,55,32,82,26,39,32,17,27,50,60,60,72,29,73,46,75,48,85
64,39,29,40,57,40,71,40,37,40,23,41,54,30,76,32,40,30,12,32,46,58,63,78,35,79,45,75,45,85
69,37,29,39,56,40,76,38,39,40,22,40,55,32,82,30,41,31,16,31,48,60,66,78,29,79,45,75,45,85
64,33,31,40,56,34,71,34,38,40,25,41,53,27,81,26,38,32,18,27,49,60,64,72,29,79,51,69,51,79
69,38,32,36,56,38,76,39,37,37,23,36,53,30,82,31,39,29,18,29,44,56,60,77,33,75,48,73,45,82
63,39,27,36,58,40,70,40,38,38,24,40,56,32,82,26,41,28,12,27,46,54,65,77,29,73,51,71,51,82
64,39,27,39,58,40,70,40,36,40,21,40,58,32,80,26,38,32,14,33,47,60,66,72,29,73,51,69,45,85
66,39,30,36,58,40,70,40,38,37,19,35,56,32,78,29,40,30,16,27,48,59,60,78,29,74,47,74,46,83
65,37,29,37,61,37,72,37,39,37,19,38,58,30,76,26,42,30,12,27,50,58,60,72,35,73,51,69,50,79
63,35,28,40,56,36,70,36,33,40,25,41,53,27,82,26,36,32,17,27,44,60,66,72,33,73,48,69,45,79
63,37,32,38,57,38,70,38,38,39,19,39,55,28,82,26,40,30,12,27,47,55,65,77,32,77,45,73,45,83
69,37,30,39,56,37,74,38,37,40,23,40,53,28,82,30,38,32,14,27,44,59,66,72,29,73,45,69,45,80
69,37,31,37,56,38,76,38,36,38,24,38,53,32,82,31,38,32,16,32,44,58,64,76,33,77,45,73,45,82
69,33,31,40,56,35,70,34,37,40,25,41,56,26,76,26,37,32,12,27,48,54,65,72,35,73,45,69,51,79
66,39,30,36,58,40,70,40,38,37,19,35,56,32,78,29,40,30,16,27,48,59,60,78,29,74,47,74,46,83
63,39,31,40,56,40,70,39,36,40,25,41,53,32,82,27,37,31,12,33,45,56,66,74,29,76,51,72,51,81
63,39,28,39,57,40,71,40,36,39,20,40,54,32,76,32,39,32,13,32,46,55,63,76,29,76,51,72,46,81
68,35,32,40,62,34,76,38,39,40,22,41,59,32,76,32,42,32,12,30,50,60,64,72,35,79,51,75,45,79
63,35,26,40,56,36,70,35,33,40,19,41,53,26,82,26,36,27,17,27,44,54,60,75,35,77,51,72,46,83
65,33,26,40,56,36,70,34,39,40,25,41,54,26,76,26,40,31,18,27,47,59,60,78,35,73,51,75,50,80
65,39,32,40,56,40,71,40,38,40,23,41,54,31,81,31,39,29,12,27,46,60,61,72,29,79,45,69,45,85
69,33,27,37,61,40,74,34,33,37,23,36,59,32,82,26,42,26,17,27,46,58,60,77,29,73,51,74,45,83
68,38,31,39,56,37,71,38,38,39,25,40,53,32,76,31,39,32,18,27,45,60,66,73,31,75,45,69,45,82
66,39,28,34,58,40,73,40,37,34,23,35,54,30,80,32,42,26,13,33,44,54,60,76,29,73,51,72,49,81
64,39,32,39,59,39,72,39,39,38,25,40,57,32,81,32,42,31,18,33,50,54,60,72,35,74,51,69,49,79
63,38,29,40,56,40,70,40,39,40,25,41,53,32,76,28,41,32,18,33,44,60,65,78,35,78,45,75,51,83
64,39,28,35,57,40,72,40,36,36,21,36,54,32,81,32,37,29,13,27,44,60,65,73,29,73,45,69,45,85
69,34,32,40,62,34,76,36,39,40,20,35,59,28,80,27,42,31,12,27,44,60,64,76,29,73,50,75,51,85
69,36,30,35,56,35,76,37,36,36,24,36,53,32,82,26,38,32,17,29,44,60,66,78,35,79,45,75,47,85
63,37,29,37,56,35,71,37,35,38,23,38,53,28,76,29,37,29,16,30,49,56,66,72,29,73,45,75,51,85
67,38,32,39,58,39,74,39,38,40,25,40,55,29,80,30,40,30,18,32,46,58,66,74,33,74,47,72,45,81
65,39,32,34,56,40,70,40,37,35,25,35,56,31,82,30,40,26,18,33,44,60,66,78,29,74,45,69,50,83
68,34,28,40,62,35,72,40,37,40,20,41,58,26,78,32,42,29,12,27,45,55,66,72,29,79,45,75,45,85
65,37,28,37,56,38,73,38,36,38,22,38,54,29,82,31,39,29,13,31,47,56,66,78,29,78,45,75,45,85
69,35,32,40,62,34,76,34,39,40,25,41,59,26,77,26,42,32,18,33,44,60,61,78,29,73,51,75,51,85
66,36,32,37,56,37,72,36,37,38,24,37,53,29,79,28,38,32,12,28,45,59,60,73,35,74,51,71,46,81
63,35,31,40,59,36,70,35,39,40,24,41,56,30,76,30,42,32,13,33,50,56,61,72,35,73,45,69,51,79
63,38,32,38,56,38,70,39,37,38,25,38,53,31,77,32,38,31,18,31,44,54,64,72,30,73,45,69,45,79
63,38,32,38,57,39,70,38,39,38,23,39,56,26,82,27,41,27,12,27,50,57,61,75,29,78,49,72,45,84
68,37,28,37,58,37,74,37,36,38,22,38,54,28,77,27,41,28,18,27,47,55,66,72,29,73,47,75,47,85
66,34,26,39,59,36,74,34,34,40,19,39,56,30,77,26,36,32,12,31,50,60,66,75,31,76,45,73,45,83
64,39,30,39,57,40,70,40,37,40,22,41,54,30,76,32,40,30,15,33,47,56,66,72,29,73,45,75,45,85
64,36,26,38,60,36,73,37,39,39,25,38,56,29,81,30,42,32,12,27,45,54,62,74,35,74,48,70,47,79
67,33,31,35,57,40,70,40,38,35,25,36,56,30,76,26,41,26,18,28,45,58,60,76,29,73,45,71,45,81
63,36,26,36,58,38,75,37,33,37,19,36,57,32,77,32,36,32,14,33,47,54,60,72,34,73,46,69,45,79
67,33,31,36,62,35,72,34,39,39,24,38,57,30,77,26,40,32,12,33,50,60,66,77,29,73,45,71,48,82
64,34,26,34,56,34,71,35,37,34,19,35,56,29,80,30,39,31,15,33,44,54,60,72,35,73,49,69,50,79
67,39,32,34,61,40,74,40,39,34,19,35,59,32,76,32,42,26,12,27,47,60,60,74,29,73,48,73,45,82
64,36,26,38,57,37,71,36,39,35,19,40,56,31,76,29,41,27,18,27,48,59,62,78,35,79,49,75,51,85
63,39,32,37,57,40,73,40,39,37,25,38,55,30,77,27,41,27,18,33,44,54,66,72,29,73,47,69,49,79
63,39,31,35,59,40,70,40,39,36,25,35,57,32,76,32,42,28,14,27,46,55,60,72,29,73,46,69,45,82
63,39,31,35,56,40,73,40,36,36,25,35,54,32,76,28,37,28,18,33,44,60,66,78,30,79,49,75,51,85
69,39,32,37,57,40,74,40,39,38,25,38,53,31,82,26,41,30,12,27,48,58,66,72,29,73,46,75,51,85
67,37,29,37,58,39,73,38,39,39,22,38,56,30,80,30,37,29,15,31,48,58,66,72,29,73,45,71,45,85
65,35,31,39,58,36,72,36,38,40,24,40,54,28,77,27,40,31,14,33,49,58,66,73,33,74,46,71,45,81
63,35,30,40,56,34,70,37,38,40,23,41,53,26,76,32,38,32,14,28,49,56,66,72,35,74,51,71,51,81
68,33,29,40,62,34,72,34,33,40,23,41,59,32,79,32,37,26,12,33,50,60,66,74,35,74,47,69,47,82
63,39,29,39,58,40,70,40,36,40,23,39,55,32,76,32,38,32,18,33,50,54,64,72,32,73,45,69,47,82
63,35,32,40,56,36,70,35,37,40,25,40,53,31,77,27,38,32,18,27,47,54,60,72,29,79,45,69,51,79
63,39,27,40,56,40,74,38,34,40,23,41,53,26,80,28,39,26,18,31,50,60,60,72,31,73,48,69,49,80
65,34,32,37,59,36,70,34,39,38,19,37,57,29,76,31,41,32,12,29,49,58,61,72,34,73,51,69,49,80
65,38,32,36,57,39,70,39,39,37,25,36,57,29,79,28,41,26,18,33,45,54,60,73,32,74,46,73,46,80
66,36,28,37,58,37,73,37,35,37,21,38,56,29,79,29,38,29,14,31,48,55,66,72,29,73,45,69,45,85
66,39,29,34,59,40,71,40,37,35,23,35,55,32,76,32,40,28,17,27,46,56,65,73,29,79,51,71,51,80
69,39,27,40,58,34,71,40,39,40,19,41,55,27,76,32,42,27,12,30,48,54,66,72,29,73,46,75,51,83
63,34,31,35,59,34,71,35,37,36,25,35,55,31,78,28,40,32,13,33,50,54,66,72,31,73,46,69,46,80
68,35,29,38,57,35,75,36,36,39,23,39,53,29,80,29,38,32,17,33,44,55,66,78,29,73,48,75,48,85
63,36,26,34,56,40,70,40,35,34,19,35,58,30,76,32,42,26,12,27,44,60,60,75,29,79,45,75,51,85
65,35,30,34,58,37,72,36,37,34,25,35,55,29,79,29,39,27,18,27,47,54,63,72,33,73,48,69,48,82
63,39,32,36,56,40,70,40,37,37,25,38,53,27,76,29,39,29,15,27,44,54,60,74,33,74,45,69,45,80
69,37,32,40,56,38,73,38,35,40,25,40,53,31,81,30,36,32,18,33,44,60,60,75,35,73,51,69,49,79
69,38,29,39,62,39,76,39,37,40,22,40,59,32,82,29,40,32,12,27,50,54,66,78,35,79,46,75,45,85
65,37,30,40,57,38,73,38,36,40,25,41,54,30,82,30,38,32,18,33,45,57,66,72,32,73,51,69,47,85
68,33,32,36,58,35,73,34,39,37,24,37,56,28,76,26,42,29,14,33,45,56,66,78,30,73,51,75,48,82
68,37,31,37,59,38,73,38,38,37,25,38,56,30,78,30,42,30,14,30,49,54,66,75,29,73,48,75,45,81
63,33,26,38,56,34,70,34,33,38,21,38,54,26,77,26,37,31,15,30,50,59,66,74,29,76,47,69,51,79
66,39,28,37,59,40,73,40,34,38,22,38,56,31,79,32,37,30,17,30,49,56,66,74,29,73,47,75,51,85
64,38,31,35,58,38,70,38,38,36,24,35,55,31,76,31,40,28,16,28,46,54,60,72,31,73,45,69,46,79
69,37,29,38,60,38,70,39,38,39,22,39,55,31,80,28,40,30,12,27,44,57,66,74,29,75,45,71,45,81
63,35,32,34,57,36,72,36,35,34,25,35,57,32,82,29,36,28,18,27,45,56,66,72,29,73,45,74,45,80
63,33,27,37,56,34,76,34,34,38,24,37,54,27,76,32,36,32,16,30,45,58,60,73,35,78,45,73,45,84
67,39,29,36,61,40,76,40,37,38,25,38,59,27,76,30,40,26,18,33,45,54,65,75,29,73,51,71,45,85
65,37,30,37,58,38,72,37,37,38,23,38,56,30,81,31,39,31,15,32,48,55,60,72,35,73,48,69,51,79
68,39,32,35,61,40,70,40,39,35,25,36,59,32,77,28,42,27,12,27,50,58,60,73,29,73,45,69,51,79
66,33,26,38,60,34,73,34,33,39,19,39,59,27,82,26,36,32,16,27,45,54,62,74,35,73,48,72,51,81
63,39,30,36,56,40,70,40,37,37,25,36,53,32,79,32,38,29,18,33,44,60,64,73,29,79,51,69,45,85
67,39,28,35,57,40,75,40,39,37,20,36,56,32,78,29,42,28,16,27,46,59,66,77,29,77,46,75,51,85
64,39,31,40,57,39,73,40,38,40,24,41,54,29,78,32,40,31,18,31,47,54,66,72,31,73,45,69,45,79
69,36,32,38,56,38,72,37,37,39,25,39,54,29,77,30,36,32,18,33,47,56,66,74,35,74,48,73,48,81
66,39,32,39,59,40,73,40,39,39,23,40,57,32,77,32,42,31,14,33,49,57,60,72,35,73,48,69,51,79
66,33,27,38,58,34,72,34,35,38,21,39,53,30,77,26,39,27,12,31,49,60,66,78,34,79,46,75,45,85
64,33,27,35,56,34,70,34,34,36,22,37,53,26,76,26,41,28,18,28,47,54,63,72,31,73,46,69,48,80
65,36,26,34,59,38,76,39,39,40,19,35,55,26,82,26,42,32,12,27,44,59,63,76,35,73,48,73,50,82
69,33,32,37,57,35,76,34,39,39,25,38,53,28,82,26,39,30,17,30,50,54,65,75,33,73,47,73,45,81
64,38,30,36,58,39,70,39,38,37,24,37,57,31,76,32,41,29,18,30,49,54,60,73,34,73,45,70,45,79
63,39,32,40,57,40,70,40,39,40,25,41,56,32,82,27,39,32,18,27,49,54,60,76,35,79,45,75,45,85
63,33,31,37,56,34,70,34,37,36,19,41,53,26,76,32,37,27,12,30,49,57,66,72,29,74,51,69,48,85
69,36,27,37,62,37,76,37,34,38,20,38,59,30,82,29,37,31,14,30,48,57,66,73,29,76,45,71,45,85
63,38,26,34,56,39,70,40,33,35,19,35,53,30,82,28,36,27,14,27,44,54,60,76,34,77,46,72,49,82
66,37,27,37,58,38,73,38,35,38,20,38,57,27,76,26,39,28,12,33,45,55,62,74,30,74,45,70,45,85
68,39,31,35,61,40,76,40,37,36,25,36,58,32,82,32,39,29,18,30,45,57,64,76,29,73,51,72,51,81
65,36,28,36,58,37,73,36,34,37,21,37,55,27,79,28,37,26,12,29,49,54,63,72,29,73,46,69,47,83
68,34,29,34,59,34,73,38,39,34,21,35,54,26,77,32,42,26,15,27,47,54,66,72,29,73,45,72,46,83
65,34,30,39,58,36,71,35,37,40,22,41,54,27,76,27,39,31,13,33,50,55,66,72,33,75,45,70,49,85
65,36,31,37,59,37,73,37,37,37,24,37,55,29,81,31,39,30,17,29,48,55,65,72,35,73,48,69,49,79
63,33,30,36,56,36,70,35,37,37,23,37,53,32,78,32,39,32,18,33,44,60,60,72,29,73,46,69,45,79
69,33,26,40,56,36,70,34,33,40,21,41,53,29,79,26,38,28,14,28,50,54,66,72,35,73,49,69,51,82
69,38,32,36,62,39,76,39,36,36,25,36,59,31,82,32,42,28,13,32,50,55,66,72,33,75,45,69,45,79
65,39,29,37,57,40,70,40,35,38,24,38,59,32,76,32,36,30,18,29,44,54,60,72,29,73,45,69,45,82
63,39,28,35,57,40,70,40,36,36,21,35,57,32,76,26,41,30,13,29,47,57,60,75,29,76,45,75,45,85
63,39,32,39,57,40,72,40,39,40,25,40,57,31,81,32,42,26,12,29,44,55,60,78,33,76,45,73,45,83
65,38,31,36,59,39,70,39,37,37,25,38,58,29,76,31,38,27,18,31,44,59,63,73,35,79,51,69,51,79
66,39,27,40,58,40,70,40,39,40,23,41,56,30,76,30,41,31,18,27,48,54,66,72,35,73,48,75,49,79
64,38,28,34,58,39,71,39,36,35,21,35,59,31,81,32,37,27,12,28,50,57,60,75,29,75,51,72,49,82
67,35,27,34,58,35,75,36,35,35,21,37,53,26,82,26,39,27,15,33,44,58,66,73,29,73,51,69,45,85
64,33,26,34,58,34,70,34,39,40,19,35,58,29,81,32,42,32,15,27,45,54,61,73,29,73,45,69,51,79
65,37,29,40,56,38,74,38,37,40,20,41,53,29,81,30,39,31,14,33,47,54,66,72,30,73,45,69,51,85
64,35,30,35,57,36,70,36,37,35,24,36,54,27,76,28,40,27,17,29,46,60,63,72,30,73,51,69,47,79
64,35,30,37,57,35,71,36,37,38,24,38,53,26,82,27,38,28,18,28,44,60,66,72,30,73,47,75,46,85
63,39,28,40,56,40,70,40,39,40,20,41,54,31,81,32,40,31,12,32,46,58,66,74,29,73,51,69,51,79
65,39,31,38,58,40,72,40,36,38,25,39,58,32,77,26,37,30,12,27,47,60,66,72,35,78,51,69,45,85
65,39,30,40,59,39,72,40,37,40,25,41,58,30,78,31,40,30,18,33,46,56,66,72,29,73,50,69,45,79
63,38,32,40,56,40,70,39,39,40,19,41,53,28,81,30,41,26,12,33,49,56,66,74,29,77,51,69,50,79
65,39,32,40,59,40,70,40,39,40,20,41,57,30,76,32,42,31,13,33,49,58,66,74,29,74,45,71,45,85
65,36,29,40,58,38,71,37,36,40,23,41,53,26,77,26,38,29,12,27,50,55,66,74,35,77,48,73,48,83
66,38,32,39,62,38,72,38,39,40,22,39,59,30,78,30,40,32,15,32,44,55,64,72,29,73,45,69,45,79
66,38,30,39,62,39,70,39,33,40,25,40,57,26,76,32,39,30,18,32,50,57,61,72,35,73,50,70,51,79
66,38,28,36,59,38,72,38,37,37,21,37,55,29,79,29,40,28,12,29,48,55,64,74,29,74,51,72,45,85
66,39,29,39,60,40,74,40,39,39,23,40,58,30,82,31,42,29,12,30,48,57,62,75,35,74,45,71,51,81
64,38,32,36,58,39,73,39,39,37,25,37,56,29,81,32,42,28,17,31,47,56,66,72,29,73,47,75,45,79
67,37,27,37,60,38,74,38,34,37,19,39,58,30,82,26,37,30,12,27,49,60,66,78,29,79,45,69,50,79
66,37,31,39,58,38,74,37,36,40,24,39,53,32,82,30,38,32,16,31,44,58,65,78,33,79,45,75,45,85
69,39,26,40,57,35,76,40,38,40,24,41,54,32,76,26,40,31,18,27,46,57,60,76,35,79,45,75,45,81
69,33,27,39,56,34,73,34,35,39,21,40,53,26,80,26,37,32,12,33,44,57,66,72,35,73,45,69,45,79
63,39,26,40,58,40,70,39,39,39,21,41,55,27,76,32,42,28,15,33,50,54,66,75,29,74,45,69,51,79
67,36,28,35,59,37,72,36,36,36,21,36,56,30,76,28,39,28,12,29,50,56,66,74,31,74,46,72,45,81
65,37,27,39,58,38,71,38,33,40,21,41,55,31,81,29,36,31,16,30,50,60,66,72,34,73,45,69,45,79
